	Id	v2a1	hacdor	rooms	hacapo	v14a	refrig	v18q	v18q1	r4h1	r4h2	r4h3	r4m1	r4m2	r4m3	r4t1	r4t2	r4t3	tamhog	tamviv	escolari	rez_esc	hhsize	cielorazo	dis	estadocivil1	estadocivil2	estadocivil3	estadocivil4	estadocivil5	estadocivil6	estadocivil7	parentesco1	parentesco2	parentesco3	parentesco4	parentesco5	parentesco6	parentesco7	parentesco8	parentesco9	parentesco10	parentesco11	parentesco12	idhogar	hogar_nin	hogar_adul	hogar_mayor	hogar_total	dependency	edjefe	edjefa	meaneduc	instlevel1	instlevel2	instlevel3	instlevel4	instlevel5	instlevel6	instlevel7	instlevel8	instlevel9	bedrooms	overcrowding	computer	television	mobilephone	qmobilephone	age	Target	MaterialPared	MaterialPiso	MaterialTecho	AbastecimientoAgua	AbastecimientoElectricidad	TipoSanitario	EnergiaCocina	EliminacionBasura	EstadoPared	EstadoTecho	EstadoPiso	Genero	TipoVivienda	Region	Zona
5250	ID_bd3e47a9c		0	4	0	1	1	0		1	1	2	1	1	2	2	2	4	4	4	16		4	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4cc44206a	2	2	0	4	yes	16	no	13.5	0	0	0	0	0	0	0	1	0	2	2.0	0	0	1	2	36	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv2	male	tipovivi1	Central	Rural
5251	ID_86c10ec9e		0	4	0	1	1	0		1	1	2	1	1	2	2	2	4	4	4	0		4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4cc44206a	2	2	0	4	yes	16	no	13.5	1	0	0	0	0	0	0	0	0	2	2.0	0	0	1	2	4	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv2	male	tipovivi1	Central	Rural
5252	ID_bb522ad14		0	4	0	1	1	0		1	1	2	1	1	2	2	2	4	4	4	11		4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4cc44206a	2	2	0	4	yes	16	no	13.5	0	0	0	0	1	0	0	0	0	2	2.0	0	0	1	2	28	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv2	female	tipovivi1	Central	Rural
5253	ID_e7c6f4e9e		0	4	0	1	1	0		1	1	2	1	1	2	2	2	4	4	4	0		4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4cc44206a	2	2	0	4	yes	16	no	13.5	1	0	0	0	0	0	0	0	0	2	2.0	0	0	1	2	0	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv2	female	tipovivi1	Central	Rural
5254	ID_ccd876ba8		0	4	0	1	1	0		0	1	1	0	1	1	0	2	2	2	2	9		2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	b35fda494	0	2	2	2	8	6	no	7.5	0	0	0	1	0	0	0	0	0	2	1.0	0	0	1	1	66	2	paredmad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared1	etecho1	eviv1	female	tipovivi1	Central	Rural
5255	ID_a3e8515a9		0	4	0	1	1	0		0	1	1	0	1	1	0	2	2	2	2	6		2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	b35fda494	0	2	2	2	8	6	no	7.5	0	0	1	0	0	0	0	0	0	2	1.0	0	0	1	1	69	2	paredmad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared1	etecho1	eviv1	male	tipovivi1	Central	Rural
5256	ID_c2e44f518		0	4	0	1	1	0		2	1	3	0	1	1	2	2	4	4	4	0		4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2d618c257	2	2	0	4	yes	10	no	8.0	1	0	0	0	0	0	0	0	0	2	2.0	1	0	1	3	5	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5257	ID_1c0024454		0	4	0	1	1	0		2	1	3	0	1	1	2	2	4	4	4	1	0.0	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2d618c257	2	2	0	4	yes	10	no	8.0	0	1	0	0	0	0	0	0	0	2	2.0	1	0	1	3	7	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5258	ID_1f8909768		0	4	0	1	1	0		2	1	3	0	1	1	2	2	4	4	4	10		4	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2d618c257	2	2	0	4	yes	10	no	8.0	0	0	0	1	0	0	0	0	0	2	2.0	1	0	1	3	26	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5259	ID_9708817d3		0	4	0	1	1	0		2	1	3	0	1	1	2	2	4	4	4	6		4	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2d618c257	2	2	0	4	yes	10	no	8.0	0	0	1	0	0	0	0	0	0	2	2.0	1	0	1	3	25	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5260	ID_2d58f0106		0	4	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	6		2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	453fb3f0b	0	2	0	2	no	no	6	9.0	0	0	1	0	0	0	0	0	0	2	1.0	0	1	1	2	46	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho3	eviv2	female	tipovivi1	Central	Rural
5261	ID_a69fc5c1d		0	4	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	12		2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	453fb3f0b	0	2	0	2	no	no	6	9.0	0	0	0	0	0	0	0	1	0	2	1.0	0	1	1	2	21	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho3	eviv2	female	tipovivi1	Central	Rural
5262	ID_3044f3dd6		0	5	0	1	1	0		0	1	1	0	1	1	0	2	2	2	2	6		2	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	c9d6e90a9	0	2	0	2	no	no	no	3.0	0	0	1	0	0	0	0	0	0	3	0.66666669	0	0	1	2	27	2	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5263	ID_31398b7f9		0	5	0	1	1	0		0	1	1	0	1	1	0	2	2	2	2	0		2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	c9d6e90a9	0	2	0	2	no	no	no	3.0	1	0	0	0	0	0	0	0	0	3	0.66666669	0	0	1	2	50	2	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5264	ID_4ff1d1281		0	4	0	1	1	0		0	1	1	0	0	0	0	1	1	1	1	6		1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	5438b3a5e	0	1	0	1	no	6	no	6.0	0	0	1	0	0	0	0	0	0	2	0.5	0	0	1	1	27	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv2	male	tipovivi5	Central	Rural
5265	ID_eee954398	150000.0	0	7	0	1	1	0		0	0	0	0	1	1	0	1	1	1	1	17		1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	84022b579	0	1	0	1	no	no	17	17.0	0	0	0	0	0	0	0	0	1	2	0.5	0	0	1	1	59	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Rural
5266	ID_8e9f5bc37		0	5	0	1	1	1	1.0	0	1	1	0	1	1	0	2	2	2	2	6		2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	54478f399	0	2	1	2	yes	16	no	11.0	0	0	1	0	0	0	0	0	0	2	1.0	0	1	1	1	83	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5267	ID_4ebf4973f		0	5	0	1	1	1	1.0	0	1	1	0	1	1	0	2	2	2	2	16		2	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	54478f399	0	2	1	2	yes	16	no	11.0	0	0	0	0	0	0	0	1	0	2	1.0	0	1	1	1	38	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5268	ID_f176bac68		0	6	0	1	1	0		0	3	3	1	2	3	1	5	6	6	6	6		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	c81c8b407	1	5	0	6	.2	no	11	10.2	0	0	1	0	0	0	0	0	0	4	1.5	0	1	1	5	20	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5269	ID_b033314cb		0	6	0	1	1	0		0	3	3	1	2	3	1	5	6	6	6	11		6	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	c81c8b407	1	5	0	6	.2	no	11	10.2	0	0	0	0	1	0	0	0	0	4	1.5	0	1	1	5	59	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5270	ID_5354c1fe3		0	6	0	1	1	0		0	3	3	1	2	3	1	5	6	6	6	14		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	c81c8b407	1	5	0	6	.2	no	11	10.2	0	0	0	0	0	0	0	1	0	4	1.5	0	1	1	5	29	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5271	ID_886063bbf		0	6	0	1	1	0		0	3	3	1	2	3	1	5	6	6	6	0		6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	c81c8b407	1	5	0	6	.2	no	11	10.2	1	0	0	0	0	0	0	0	0	4	1.5	0	1	1	5	5	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5272	ID_3faf74bd6		0	6	0	1	1	0		0	3	3	1	2	3	1	5	6	6	6	11		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	c81c8b407	1	5	0	6	.2	no	11	10.2	0	0	0	0	1	0	0	0	0	4	1.5	0	1	1	5	28	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5273	ID_0fb629101		0	6	0	1	1	0		0	3	3	1	2	3	1	5	6	6	6	9		6	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	c81c8b407	1	5	0	6	.2	no	11	10.2	0	0	0	1	0	0	0	0	0	4	1.5	0	1	1	5	27	4	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5274	ID_fa0b2c37e	855810.0	0	7	0	1	1	1	4.0	0	1	1	0	2	2	0	3	3	3	3	18		3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	ef5b3fb3e	1	2	0	3	.5	18	no	17.0	0	0	0	0	0	0	0	0	1	4	0.75	1	1	1	5	49	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi3	Central	Rural
5275	ID_86d8cfd36	855810.0	0	7	0	1	1	1	4.0	0	1	1	0	2	2	0	3	3	3	3	16		3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ef5b3fb3e	1	2	0	3	.5	18	no	17.0	0	0	0	0	0	0	0	1	0	4	0.75	1	1	1	5	42	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Rural
5276	ID_695211647	855810.0	0	7	0	1	1	1	4.0	0	1	1	0	2	2	0	3	3	3	3	7	1.0	3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	ef5b3fb3e	1	2	0	3	.5	18	no	17.0	0	0	0	0	0	1	0	0	0	4	0.75	1	1	1	5	15	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi3	Central	Rural
5277	ID_78c2e2e46		0	4	0	1	1	1	1.0	0	1	1	0	1	1	0	2	2	2	2	15		2	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	42a42f94c	0	2	2	2	8	15	no	15.0	0	0	0	0	0	0	0	1	0	2	1.0	0	0	1	2	68	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5278	ID_1b9717a5f		0	4	0	1	1	1	1.0	0	1	1	0	1	1	0	2	2	2	2	15		2	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	42a42f94c	0	2	2	2	8	15	no	15.0	0	0	0	0	0	0	0	1	0	2	1.0	0	0	1	2	66	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5279	ID_c577473f6	90000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	1	0.0	4	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	129764f0b	2	2	0	4	yes	6	no	6.0	0	1	0	0	0	0	0	0	0	2	2.0	0	0	1	2	8	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar4	elimbasu1	epared2	etecho2	eviv2	male	tipovivi3	Central	Rural
5280	ID_dbe1b59a8	90000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	6		4	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	129764f0b	2	2	0	4	yes	6	no	6.0	0	0	1	0	0	0	0	0	0	2	2.0	0	0	1	2	33	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar4	elimbasu1	epared2	etecho2	eviv2	female	tipovivi3	Central	Rural
5281	ID_dc9d76110	90000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	3	2.0	4	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	129764f0b	2	2	0	4	yes	6	no	6.0	0	1	0	0	0	0	0	0	0	2	2.0	0	0	1	2	12	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar4	elimbasu1	epared2	etecho2	eviv2	female	tipovivi3	Central	Rural
5282	ID_f64aa8743	90000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	6		4	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	129764f0b	2	2	0	4	yes	6	no	6.0	0	0	1	0	0	0	0	0	0	2	2.0	0	0	1	2	49	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar4	elimbasu1	epared2	etecho2	eviv2	male	tipovivi3	Central	Rural
5283	ID_89451bf7c		0	2	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	0		2	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	e406169b5	0	2	1	2	yes	no	no	0.5	1	0	0	0	0	0	0	0	0	1	2.0	0	0	0	0	91	2	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho3	eviv3	female	tipovivi1	Central	Rural
5284	ID_a6daaa4da		0	2	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	1		2	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	e406169b5	0	2	1	2	yes	no	no	0.5	0	1	0	0	0	0	0	0	0	1	2.0	0	0	0	0	63	2	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho3	eviv3	female	tipovivi1	Central	Rural
5285	ID_7bdcba9e0		0	5	0	1	1	0		0	2	2	0	1	1	0	3	3	3	3	15		3	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	ab111850d	0	3	0	3	no	9	no	10.0	0	0	0	0	0	0	0	1	0	3	1.0	0	1	1	3	23	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	male	tipovivi1	Central	Rural
5286	ID_ae59cd062		0	5	0	1	1	0		0	2	2	0	1	1	0	3	3	3	3	6		3	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	ab111850d	0	3	0	3	no	9	no	10.0	0	0	1	0	0	0	0	0	0	3	1.0	0	1	1	3	47	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi1	Central	Rural
5287	ID_ed570dcb2		0	5	0	1	1	0		0	2	2	0	1	1	0	3	3	3	3	9		3	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	ab111850d	0	3	0	3	no	9	no	10.0	0	0	0	1	0	0	0	0	0	3	1.0	0	1	1	3	56	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared2	etecho2	eviv3	male	tipovivi1	Central	Rural
5288	ID_e27edb587	40000.0	0	3	0	1	1	0		0	1	1	0	0	0	0	1	1	1	1	7		1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	c4f6ef775	0	1	0	1	no	7	no	7.0	0	0	0	1	0	0	0	0	0	2	0.5	0	0	1	1	26	4	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi3	Central	Rural
5289	ID_ec08c9066	20000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	11		4	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	71aadb77b	1	3	0	4	.33333334	no	6	7.666666499999999	0	0	0	0	1	0	0	0	0	2	2.0	0	0	1	2	24	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Rural
5290	ID_454e55887	20000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	6		4	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	71aadb77b	1	3	0	4	.33333334	no	6	7.666666499999999	0	0	1	0	0	0	0	0	0	2	2.0	0	0	1	2	24	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi2	Central	Rural
5291	ID_b784e8b2c	20000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	0		4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	71aadb77b	1	3	0	4	.33333334	no	6	7.666666499999999	1	0	0	0	0	0	0	0	0	2	2.0	0	0	1	2	6	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi2	Central	Rural
5292	ID_2623017dd	20000.0	0	4	0	1	1	0		1	1	2	0	2	2	1	3	4	4	4	6		4	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	71aadb77b	1	3	0	4	.33333334	no	6	7.666666499999999	0	0	1	0	0	0	0	0	0	2	2.0	0	0	1	2	53	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi2	Central	Rural
5293	ID_1652815cf		0	5	0	1	1	0		0	1	1	1	1	2	1	2	3	3	3	0		3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4a1e4c9fa	1	2	0	3	.5	no	no	5.0	1	0	0	0	0	0	0	0	0	3	1.0	0	0	1	3	1	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5294	ID_61cff6f42		0	5	0	1	1	0		0	1	1	1	1	2	1	2	3	3	3	0		3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4a1e4c9fa	1	2	0	3	.5	no	no	5.0	1	0	0	0	0	0	0	0	0	3	1.0	0	0	1	3	61	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5295	ID_a2dc9718f		0	5	0	1	1	0		0	1	1	1	1	2	1	2	3	3	3	10		3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	4a1e4c9fa	1	2	0	3	.5	no	no	5.0	0	0	0	1	0	0	0	0	0	3	1.0	0	0	1	3	22	3	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5296	ID_5ea47d7d3		0	5	0	1	1	0		0	1	1	0	2	2	0	3	3	3	3	1		3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8d51affd9	1	2	0	3	.5	yes	no	3.5	0	1	0	0	0	0	0	0	0	2	1.5	0	0	1	3	43	1	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv3	male	tipovivi5	Central	Rural
5297	ID_398b48f4d		0	5	0	1	1	0		0	1	1	0	2	2	0	3	3	3	3	6		3	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8d51affd9	1	2	0	3	.5	yes	no	3.5	0	0	1	0	0	0	0	0	0	2	1.5	0	0	1	3	29	1	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv3	female	tipovivi5	Central	Rural
5298	ID_0a810943a		0	5	0	1	1	0		0	1	1	0	2	2	0	3	3	3	3	5	0.0	3	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	8d51affd9	1	2	0	3	.5	yes	no	3.5	0	1	0	0	0	0	0	0	0	2	1.5	0	0	1	3	12	1	paredzocalo	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar3	elimbasu1	epared2	etecho2	eviv3	female	tipovivi5	Central	Rural
5299	ID_7877c6da0		0	6	0	1	1	0		1	1	2	0	0	0	1	1	2	2	2	16		2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	9a619e39c	1	1	0	2	yes	16	no	16.0	0	0	0	0	0	0	0	1	0	3	0.66666669	1	0	1	2	55	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5300	ID_3457f0314		0	6	0	1	1	0		1	1	2	0	0	0	1	1	2	2	2	0		2	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	9a619e39c	1	1	0	2	yes	16	no	16.0	1	0	0	0	0	0	0	0	0	3	0.66666669	1	0	1	2	6	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5301	ID_b5ec82898		0	5	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	7	0.0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	4774bcad3	1	1	1	2	8	no	6	6.0	0	0	0	1	0	0	0	0	0	3	0.66666669	0	0	1	1	14	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi1	Central	Rural
5302	ID_1c894d79c		0	5	0	1	1	0		0	0	0	0	2	2	0	2	2	2	2	6		2	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4774bcad3	1	1	1	2	8	no	6	6.0	0	0	1	0	0	0	0	0	0	3	0.66666669	0	0	1	1	65	4	paredblolad	pisomoscer	techozinc	abastaguadentro	public	sanitario2	energcocinar2	elimbasu1	epared2	etecho2	eviv3	female	tipovivi1	Central	Rural
5303	ID_aa48a21f9		0	4	0	1	1	0		0	1	1	2	1	3	2	2	4	4	4	6		4	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	033c39c5c	2	2	0	4	yes	6	no	6.0	0	0	1	0	0	0	0	0	0	3	1.3333334	0	0	1	2	37	3	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5304	ID_d77d62437		0	4	0	1	1	0		0	1	1	2	1	3	2	2	4	4	4	0		4	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	033c39c5c	2	2	0	4	yes	6	no	6.0	1	0	0	0	0	0	0	0	0	3	1.3333334	0	0	1	2	5	3	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
5305	ID_cae57041e		0	4	0	1	1	0		0	1	1	2	1	3	2	2	4	4	4	6		4	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	033c39c5c	2	2	0	4	yes	6	no	6.0	0	0	1	0	0	0	0	0	0	3	1.3333334	0	0	1	2	37	3	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	male	tipovivi1	Central	Rural
5306	ID_448fb1d61		0	4	0	1	1	0		0	1	1	2	1	3	2	2	4	4	4	3	0.0	4	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	033c39c5c	2	2	0	4	yes	6	no	6.0	0	1	0	0	0	0	0	0	0	3	1.3333334	0	0	1	2	10	3	paredpreb	pisomoscer	techozinc	abastaguadentro	public	sanitario3	energcocinar2	elimbasu1	epared3	etecho3	eviv3	female	tipovivi1	Central	Rural
